Month Name,Month,Year,Query Count,Query Text,,,,,,,,,
January,,2014,173,nashville metro police,,,,,,,,,
January,,2014,173,warrens,,,,,,,,,
January,,2014,173,emissions testing,,,,,,,,,
January,,2014,172,property tax records,,,,,,,,,
January,,2014,172,permit,,,,,,,,,
January,,2014,172,mccabe,,,,,,,,,
January,,2014,172,about me,,,,,,,,,
January,,2014,171,election commission,,,,,,,,,
January,,2014,171,davidson county clerk,,,,,,,,,
January,,2014,171,warrant search,,,,,,,,,
January,,2014,171,FAR,,,,,,,,,
January,,2014,171,Animal,,,,,,,,,
January,,2014,171,property map,,,,,,,,,
January,,2014,170,building permit,,,,,,,,,
January,,2014,170,permit bond,,,,,,,,,
January,,2014,170,prostitution,,,,,,,,,
January,,2014,170,auctions,,,,,,,,,
January,,2014,169,crime map,,,,,,,,,
January,,2014,169,snap program online,,,,,,,,,
January,,2014,169,online property maps,,,,,,,,,
January,,2014,169,salvage forms,,,,,,,,,
January,,2014,169,quick claim deed,,,,,,,,,
January,,2014,169,job descriptions,,,,,,,,,
January,,2014,168,industry classification,,,,,,,,,
January,,2014,168,last will and beneficiaries results,,,,,,,,,
January,,2014,168,increments,,,,,,,,,
January,,2014,168,GIS,,,,,,,,,
January,,2014,168,RFP,,,,,,,,,
January,,2014,167,Property maps,,,,,,,,,
January,,2014,167,delayed accident report,,,,,,,,,
January,,2014,167,2012 pay plan,,,,,,,,,
January,,2014,167,bank of america,,,,,,,,,
January,,2014,166,Media release,,,,,,,,,
January,,2014,166,road improvements project,,,,,,,,,
January,,2014,166,criminal records,,,,,,,,,
January,,2014,166,flu shots,,,,,,,,,
January,,2014,166,Christmas tree,,,,,,,,,
January,,2014,166,lisa carol hall,,,,,,,,,
January,,2014,166,nataly lopez,,,,,,,,,
January,,2014,166,Employment,,,,,,,,,
January,,2014,166,chancery court,,,,,,,,,
January,,2014,165,jail,,,,,,,,,
January,,2014,165,road closures,,,,,,,,,
January,,2014,165,jobs opening,,,,,,,,,
January,,2014,165,marriage records,,,,,,,,,
January,,2014,165,codes department,,,,,,,,,
January,,2014,164,report accident,,,,,,,,,
January,,2014,164,public case information,,,,,,,,,
January,,2017,164,juvenile court,,,,,,,,,
January,,2014,163,Flu shots,,,,,,,,,
January,,2014,163,metro 3,,,,,,,,,
January,,2014,163,company code,,,,,,,,,
January,,2014,163,isupplier,,,,,,,,,
January,,2014,163,buzzsaw,,,,,,,,,
January,,2014,162,accident report form,,,,,,,,,
January,,2014,162,planning commission,,,,,,,,,
January,,2014,162,what zone am i in,,,,,,,,,
January,,2014,161,login,,,,,,,,,
January,,2014,161,schools,,,,,,,,,
January,,2014,161,Arrests,,,,,,,,,
January,,2014,161,chicken,,,,,,,,,
January,,2014,161,inmate,,,,,,,,,
January,,2014,160,circuit court,,,,,,,,,
January,,2014,160,roof architect,,,,,,,,,
January,,2014,160,Get Covered Nashville,,,,,,,,,
January,,2014,160,feild training officers,,,,,,,,,
January,,2014,160,Application for Metro electrical license,,,,,,,,,
January,,2014,160,www.google.com,,,,,,,,,
January,,2014,160,birth certificates,,,,,,,,,
January,,2014,160,population,,,,,,,,,
January,,2014,159,fingerprinting,,,,,,,,,
January,,2014,159,rosa parks boulevard,,,,,,,,,
January,,2014,159,metro clerk,,,,,,,,,
January,,2014,159,noise complaint,,,,,,,,,
January,,2014,158,Lakeside Cove,,,,,,,,,
January,,2014,158,criminal,,,,,,,,,
January,,2014,158,police training academy,,,,,,,,,
January,,2014,158,recent arrest records,,,,,,,,,
January,,2014,158,"east Nashville ,tn 37207",,,,,,,,,
January,,2014,158,wrecker,,,,,,,,,
January,,2014,158,alarm permit,,,,,,,,,
January,,2014,158,20th,,,,,,,,,
January,,2014,158,dog ordinance,,,,,,,,,
January,,2014,158,construction notification ordinance,,,,,,,,,
January,,2014,157,tennis,,,,,,,,,
January,,2014,156,special event permit,,,,,,,,,
January,,2014,156,urban zoning overlay,,,,,,,,,
January,,2014,156,Accident report,,,,,,,,,
January,,2014,156,recycle,,,,,,,,,
January,,2014,156,career,,,,,,,,,
January,,2014,156,community centers,,,,,,,,,
January,,2014,156,probate,,,,,,,,,
January,,2014,156,"easements, gateway pedestrian bridge",,,,,,,,,
January,,2014,156,tax records,,,,,,,,,
January,,2014,155,benefit board,,,,,,,,,
January,,2014,155,nashville most wanted,,,,,,,,,
January,,2014,155,inside metro website address,,,,,,,,,
January,,2014,155,shown mcclanahan,,,,,,,,,
January,,2014,155,christmas tree,,,,,,,,,
January,,2014,155,utility construction,,,,,,,,,
January,,2014,154,charter for residency for Metro employees,,,,,,,,,
January,,2014,154,james duncan,,,,,,,,,
January,,2014,154,mapping gis,,,,,,,,,
January,,2014,154,contract bids,,,,,,,,,
January,,2014,154,city of brentwood,,,,,,,,,
January,,2014,154,news channel 5,,,,,,,,,
January,,2014,154,public schools,,,,,,,,,
January,,2014,154,public arrest records,,,,,,,,,
January,,2014,153,court clerk,,,,,,,,,
January,,2014,153,whooping cough,,,,,,,,,
January,,2014,153,property limes,,,,,,,,,
January,,2014,153,ebid nashville,,,,,,,,,
January,,2014,153,Basketball goals,,,,,,,,,
January,,2014,153,Alan espinoza,,,,,,,,,
January,,2014,153,civil service commission,,,,,,,,,
January,,2014,153,child support,,,,,,,,,
January,,2014,153,sheriff's department,,,,,,,,,
January,,2014,152,ccc,,,,,,,,,
January,,2014,152,proprietary insurance companies,,,,,,,,,
January,,2014,152,deeds,,,,,,,,,
January,,2014,152,signs,,,,,,,,,
January,,2014,152,building permit fees,,,,,,,,,
January,,2014,152,custodian application,,,,,,,,,
January,,2014,152,drivers license,,,,,,,,,
January,,2014,152,flood,,,,,,,,,
January,,2014,152,dental,,,,,,,,,
January,,2014,151,noise ordinance,,,,,,,,,
January,,2014,151,employee directory,,,,,,,,,
January,,2014,151,SMWBE Form,,,,,,,,,
January,,2014,151,PROPERTY TAX,,,,,,,,,
January,,2014,151,emergency management,,,,,,,,,
January,,2014,151,contractors License bond form,,,,,,,,,
January,,2014,151,trash pickup,,,,,,,,,
January,,2014,150,surplus auction,,,,,,,,,
January,,2014,150,pedestrian benefit zone,,,,,,,,,
January,,2014,150,hiring jobs,,,,,,,,,
January,,2014,150,tax,,,,,,,,,
January,,2014,150,agricultural zoning,,,,,,,,,
January,,2014,150,WEB PRO,,,,,,,,,
January,,2014,149,metro parks,,,,,,,,,
January,,2014,149,shelby street pedestrian bridge,,,,,,,,,
January,,2014,149,chaplain,,,,,,,,,
January,,2014,149,immigrant community assessment,,,,,,,,,
January,,2014,149,2014 crime reports,,,,,,,,,
January,,2014,148,trash,,,,,,,,,
January,,2014,148,Permit,,,,,,,,,
January,,2014,148,counterfit money,,,,,,,,,
January,,2014,148,waiver to work in metropolitan government,,,,,,,,,
January,,2014,148,drug bust,,,,,,,,,
January,,2014,148,property owner,,,,,,,,,
January,,2014,148,traffic and parking commission 2013 speed limit,,,,,,,,,
January,,2014,148,Food Vendor license,,,,,,,,,
January,,2014,148,shawn mcclanahan,,,,,,,,,
January,,2014,147,unemployment,,,,,,,,,
January,,2014,147,metropolitan action commission,,,,,,,,,
January,,2014,147,zoning map\,,,,,,,,,
January,,2014,147,parks and recreation,,,,,,,,,
January,,2014,147,property search,,,,,,,,,
January,,2014,146,TREE,,,,,,,,,
January,,2014,146,intergovernmental agreement city of brentwood,,,,,,,,,
January,,2014,146,drink up nashville project,,,,,,,,,
January,,2014,146,Food vendor,,,,,,,,,
January,,2014,146,metro police department,,,,,,,,,
January,,2014,146,surveillance camera,,,,,,,,,
January,,2014,146,Debbie Miller Phillips,,,,,,,,,
January,,2014,146,charles wesley tomlin,,,,,,,,,
January,,2014,146,construction and demolition recycling facility,,,,,,,,,
January,,2014,146,Criminal records,,,,,,,,,
January,,2014,146,wedgewood-houston,,,,,,,,,
January,,2014,146,setback,,,,,,,,,
January,,2014,146,u,,,,,,,,,
January,,2014,146,fire department annual report,,,,,,,,,
January,,2014,145,skyline photo contest,,,,,,,,,
January,,2014,145,VERONICA  FRAZIER,,,,,,,,,
January,,2014,145,active warrant,,,,,,,,,
January,,2014,145,sounds,,,,,,,,,
January,,2014,144,arrest list,,,,,,,,,
January,,2014,144,ashton park,,,,,,,,,
January,,2014,144,time sheet,,,,,,,,,
January,,2014,144,transportation,,,,,,,,,
March,,2014,144,mdha,,,,,,,,,
January,,2014,144,Fire Code Violation Fines,,,,,,,,,
January,,2014,144,thomas russell,,,,,,,,,
January,,2014,144,utilities,,,,,,,,,
January,,2014,144,property description,,,,,,,,,
January,,2014,144,interactive map,,,,,,,,,
January,,2014,144,childcare,,,,,,,,,
January,,2014,143,sprinkler adjustment,,,,,,,,,
January,,2014,143,Criminal court clerk,,,,,,,,,
January,,2014,143,paystubs,,,,,,,,,
January,,2014,143,construction notice ordinance,,,,,,,,,
January,,2014,142,council term limits,,,,,,,,,
January,,2014,142,metro police,,,,,,,,,
January,,2014,142,dmv,,,,,,,,,
January,,2014,142,community center,,,,,,,,,
January,,2014,142,E permits,,,,,,,,,
January,,2014,142,sheriff,,,,,,,,,
January,,2014,142,road delays,,,,,,,,,
January,,2014,141,field training officers,,,,,,,,,
January,,2014,141,phone number,,,,,,,,,
January,,2014,141,subdivision regulations,,,,,,,,,
January,,2014,141,Web pro,,,,,,,,,
January,,2014,141,BAO,,,,,,,,,
January,,2014,141,pet food contract,,,,,,,,,
January,,2014,141,noise,,,,,,,,,
January,,2014,140,bills introduction by Ron Nollner,,,,,,,,,
January,,2014,140,divorce records,,,,,,,,,
January,,2014,140,Mugshots,,,,,,,,,
January,,2014,140,land use table,,,,,,,,,
January,,2014,140,castleman drive,,,,,,,,,
January,,2014,140,demographics,,,,,,,,,
January,,2014,140,street closures,,,,,,,,,
January,,2014,140,e permits,,,,,,,,,
January,,2014,140,MDHA redevelopment districts,,,,,,,,,
January,,2014,140,special events,,,,,,,,,
January,,2014,140,unemployment benefits,,,,,,,,,
January,,2014,140,Inmate search,,,,,,,,,
January,,2014,140,ballpark,,,,,,,,,
January,,2014,140,music city center,,,,,,,,,
January,,2014,140,james robertson parkway,,,,,,,,,
January,,2014,140,central wastewater treatment plant,,,,,,,,,
January,,2014,139,archive,,,,,,,,,
January,,2014,139,parking spaces,,,,,,,,,
January,,2014,139,Active inmates,,,,,,,,,
January,,2014,139,BL2014-653,,,,,,,,,
January,,2014,139,w2,,,,,,,,,
January,,2014,139,Crime,,,,,,,,,
January,,2014,139,traffic signal study,,,,,,,,,
January,,2014,139,storm water,,,,,,,,,
January,,2014,139,Codes administration,,,,,,,,,
January,,2014,139,ing,,,,,,,,,
January,,2014,139,robert kelley,,,,,,,,,
January,,2014,139,restaurant inspection reports,,,,,,,,,
January,,2014,139,employee discount programs,,,,,,,,,
January,,2014,139,taxes,,,,,,,,,
January,,2014,138,daily arrest,,,,,,,,,
January,,2014,138,parking ordinance,,,,,,,,,
January,,2014,138,madison precinct,,,,,,,,,
January,,2014,138,traffic and parking commission meetings,,,,,,,,,
January,,2014,138,animal,,,,,,,,,
January,,2014,137,fiber optic design standards,,,,,,,,,
January,,2014,137,most wanted,,,,,,,,,
January,,2014,137,Encroachments in roadway,,,,,,,,,
January,,2014,137,tracy buck,,,,,,,,,
January,,2014,137,archives newspapers Nashville tn,,,,,,,,,
January,,2014,137,stormwater fee,,,,,,,,,
January,,2014,137,pay property taxes,,,,,,,,,
January,,2014,137,use and occupancy permit,,,,,,,,,
January,,2014,137,TB Program Director,,,,,,,,,
January,,2014,137,english only,,,,,,,,,
January,,2014,137,solicitation,,,,,,,,,
January,,2014,136,metro charter,,,,,,,,,
January,,2014,136,r-20 zoning,,,,,,,,,
January,,2014,136,bond form,,,,,,,,,
January,,2014,136,EASEMENT FOR PIN HOOK RD,,,,,,,,,
January,,2014,136,cocaine,,,,,,,,,
January,,2014,136,Adult education,,,,,,,,,
January,,2014,136,copy of police report,,,,,,,,,
January,,2014,136,green infrastructure,,,,,,,,,
January,,2014,135,spay/neuter assistance program,,,,,,,,,
January,,2014,135,standby note fee,,,,,,,,,
January,,2014,135,sidewalks,,,,,,,,,
January,,2014,135,fec,,,,,,,,,
January,,2014,135,office hours,,,,,,,,,
January,,2014,135,newsletter,,,,,,,,,
January,,2014,135,ordinance no. bl2009-586,,,,,,,,,
January,,2014,135,file accident report,,,,,,,,,
January,,2014,135,demolition permit,,,,,,,,,
January,,2014,135,dump,,,,,,,,,
January,,2014,135,tillman,,,,,,,,,
January,,2014,135,amazon.com,,,,,,,,,
January,,2014,134,Occupancy tax,,,,,,,,,
January,,2014,134,robert william kelly,,,,,,,,,
January,,2014,134,necat,,,,,,,,,
January,,2014,134,Auction,,,,,,,,,
January,,2014,134,Lisa Howe,,,,,,,,,
January,,2014,134,rezoning,,,,,,,,,
January,,2014,134,Pay Plan 2014,,,,,,,,,
January,,2014,134,flood buyout audit,,,,,,,,,
January,,2014,134,trash collection,,,,,,,,,
January,,2014,133,Tax Relief/Exemptions,,,,,,,,,
January,,2014,133,harrison bay,,,,,,,,,
January,,2014,133,FESSLERS LANE,,,,,,,,,
January,,2014,133,childcare listing,,,,,,,,,
January,,2014,133,juvenile detention,,,,,,,,,
January,,2014,133,benefit self service,,,,,,,,,
January,,2014,133,job lists,,,,,,,,,
January,,2014,133,phillips jackson redevelopment district,,,,,,,,,
January,,2014,133,east precinct,,,,,,,,,
January,,2014,133,fence setback requirements,,,,,,,,,
January,,2014,133,plumbing license,,,,,,,,,
January,,2014,133,ebid auction,,,,,,,,,
January,,2014,133,JAIL,,,,,,,,,
January,,2014,132,auto accident report,,,,,,,,,
January,,2014,132,income eligibility,,,,,,,,,
January,,2014,132,vpn,,,,,,,,,
January,,2014,132,electrical permits,,,,,,,,,
February,,2014,132,ebid,,,,,,,,,
February,,2014,132,property taxes,,,,,,,,,
February,,2014,132,maps,,,,,,,,,
February,,2014,132,property maps,,,,,,,,,
February,,2014,132,jobs,,,,,,,,,
February,,2014,132,property tax,,,,,,,,,
February,,2014,132,employment,,,,,,,,,
February,,2014,132,media releases,,,,,,,,,
February,,2014,131,criminal court clerk,,,,,,,,,
February,,2014,131,police,,,,,,,,,
February,,2014,131,codes,,,,,,,,,
February,,2014,131,zoning,,,,,,,,,
February,,2014,131,human resources,,,,,,,,,
February,,2014,131,water,,,,,,,,,
February,,2014,131,animal control,,,,,,,,,
February,,2014,131,property assessor,,,,,,,,,
February,,2014,131,media release,,,,,,,,,
February,,2014,131,trustee,,,,,,,,,
February,,2014,131,inmate search,,,,,,,,,
February,,2014,130,employee self service,,,,,,,,,
February,,2014,130,pay property taxes,,,,,,,,,
February,,2014,130,Ebid,,,,,,,,,
February,,2014,130,metro water,,,,,,,,,
February,,2014,130,arrest records,,,,,,,,,
February,,2014,130,warrants,,,,,,,,,
February,,2014,130,ess,,,,,,,,,
February,,2014,130,public works,,,,,,,,,
February,,2014,130,criminal court,,,,,,,,,
February,,2014,130,register of deeds,,,,,,,,,
February,,2014,130,accident report,,,,,,,,,
February,,2014,129,business license,,,,,,,,,
February,,2014,129,planning,,,,,,,,,
February,,2014,129,tax assessor,,,,,,,,,
February,,2014,129,Media releases,,,,,,,,,
February,,2014,129,permits,,,,,,,,,
February,,2014,129,child support,,,,,,,,,
February,,2014,129,civil service rules,,,,,,,,,
February,,2014,129,assessor,,,,,,,,,
February,,2014,129,traffic,,,,,,,,,
February,,2014,129,tag renewal,,,,,,,,,
February,,2014,129,google,,,,,,,,,
February,,2014,128,im,,,,,,,,,
February,,2014,128,mugshots,,,,,,,,,
February,,2014,128,police department,,,,,,,,,
February,,2014,128,property,,,,,,,,,
February,,2014,128,public health regulatory programs,,,,,,,,,
February,,2014,128,gis,,,,,,,,,
February,,2014,128,inside metro,,,,,,,,,
February,,2014,128,county clerk,,,,,,,,,
February,,2014,128,auction,,,,,,,,,
February,,2014,128,impound auction,,,,,,,,,
February,,2014,128,inmates,,,,,,,,,
February,,2014,128,Police,,,,,,,,,
February,,2014,128,prostitution,,,,,,,,,
February,,2014,128,public records,,,,,,,,,
February,,2014,128,codes administration,,,,,,,,,
February,,2014,128,parking,,,,,,,,,
February,,2014,127,divorce records,,,,,,,,,
February,,2014,127,accident reports,,,,,,,,,
February,,2014,127,internship,,,,,,,,,
February,,2014,127,Media release,,,,,,,,,
February,,2014,127,holidays,,,,,,,,,
February,,2014,127,Jobs,,,,,,,,,
February,,2014,127,internships,,,,,,,,,
February,,2014,127,criminal records,,,,,,,,,
February,,2014,127,purchasing,,,,,,,,,
February,,2014,127,civil service,,,,,,,,,
February,,2014,127,mapping,,,,,,,,,
February,,2014,126,careers,,,,,,,,,
February,,2014,126,election commission,,,,,,,,,
February,,2014,126,parthenon,,,,,,,,,
February,,2014,126,bids,,,,,,,,,
February,,2014,126,library,,,,,,,,,
February,,2014,126,sheriff,,,,,,,,,
February,,2014,126,bidding,,,,,,,,,
February,,2014,126,forms,,,,,,,,,
February,,2014,126,mdha,,,,,,,,,
February,,2014,126,metro action commission,,,,,,,,,
February,,2014,126,divorce,,,,,,,,,
February,,2014,126,marriage license,,,,,,,,,
February,,2014,125,parks,,,,,,,,,
February,,2014,125,noise,,,,,,,,,
February,,2014,125,recycling,,,,,,,,,
February,,2014,125,Animal control,,,,,,,,,
February,,2014,125,birth certificate,,,,,,,,,
February,,2014,125,Electrical Contractors,,,,,,,,,
February,,2014,125,traffic incident,,,,,,,,,
February,,2014,125,notary application,,,,,,,,,
February,,2014,125,trash,,,,,,,,,
February,,2014,124,building permits,,,,,,,,,
February,,2014,124,iprocurement,,,,,,,,,
February,,2014,124,arrest,,,,,,,,,
February,,2014,124,planning commission,,,,,,,,,
February,,2014,124,arrests,,,,,,,,,
February,,2014,124,Police Operations Assistant 1,,,,,,,,,
February,,2014,124,traffic school,,,,,,,,,
February,,2014,124,EBID,,,,,,,,,
February,,2014,124,pay property tax,,,,,,,,,
February,,2014,124,benefits,,,,,,,,,
February,,2014,124,finance,,,,,,,,,
February,,2014,124,recycle,,,,,,,,,
February,,2014,124,web pro,,,,,,,,,
February,,2014,124,sheriff's department,,,,,,,,,
February,,2014,123,budget,,,,,,,,,
February,,2014,123,vehicle registration,,,,,,,,,
February,,2014,123,animal shelter,,,,,,,,,
February,,2014,123,procurement,,,,,,,,,
February,,2014,123,map,,,,,,,,,
February,,2014,123,Criminal history,,,,,,,,,
February,,2014,123,plat maps,,,,,,,,,
February,,2014,123,marriage,,,,,,,,,
February,,2014,123,harpeth valley utility district,,,,,,,,,
February,,2014,123,kiva,,,,,,,,,
February,,2014,123,police dept,,,,,,,,,
February,,2014,122,wic,,,,,,,,,
February,,2014,122,codes department,,,,,,,,,
February,,2014,122,metro 3,,,,,,,,,
February,,2014,122,taxes,,,,,,,,,
